page,token,pos,counts,cumulative_sum
41,still,RB,1,54
41,unnatural,JJ,1,3
41,voice,NN,1,7
41,well,RB,1,60
41,beginning,NN,1,7
41,old,JJ,1,47
41,man,NN,1,188
41,accent,NN,1,16
41,command,NN,1,7
41,desk,NN,1,1
41,whatsoever,RB,1,2
41,wounded,VBN,1,1
41,adopt,VBP,1,1
41,quote,VBP,1,4
41,drop,VB,1,5
41,department,NN,1,8
41,face,NN,1,5
41,discover,VB,1,3
41,archaic,JJ,1,1
41,expression,NN,1,5
41,affected,VBD,1,3
41,powerful,JJ,1,6
41,hundred,CD,1,22
41,raised,VBN,1,1
41,think,VBP,1,50
41,human,JJ,1,29
41,indeed,RB,1,18
41,even,RB,1,85
41,badly,RB,1,6
41,unless,IN,1,5
42,another,DT,1,59
42,note,VB,1,12
42,yet,CC,1,44
42,mused,VBD,1,1
42,could,MD,1,78
42,news,NN,1,1
42,admit,VB,1,12
42,class,NN,1,13
42,say,VBP,1,91
42,place,NN,1,39
42,tone,NN,1,5
42,stood,VBD,1,5
42,obey,NNP,1,2
42,union,NNP,1,1
42,rapidly,RB,1,4
42,tremble,NNP,1,2
42,hesitation,NN,1,3
42,family,NN,1,4
42,many,JJ,1,48
42,tell,VB,1,20
42,drill,VB,1,1
42,top,NN,1,7
42,pearl,NN,1,2
42,rational,JJ,1,3
42,thus,RB,1,20
42,may,MD,1,96
42,conversational,JJ,1,1
42,one,NN,1,264
42,dear,RB,1,8
42,mad,JJ,1,2
42,perhaps,RB,1,34
42,never,RB,1,52
43,read,VBP,1,29
42,shun,VB,1,1
42,streets,NNS,1,6
42,must,MD,1,54
42,ridicule,VB,1,2
42,urbanity,NN,1,1
42,officer,NNP,1,1
42,effect,NN,1,24
42,dead,JJ,1,15
42,understand,VBP,1,15
42,term,NN,1,5
42,phrase,NN,1,14
42,information,NN,1,3
42,within,IN,1,23
42,told,VBN,1,21
42,country,NN,1,23
42,exactly,RB,1,15
42,foot,NN,1,3
42,work,NN,1,22
42,declared,VBN,1,1
42,know,VBP,1,58
42,meant,VBN,1,8
42,recently,RB,1,1
42,guild,NN,1,1
42,classed,VBN,1,1
42,often,RB,1,25
42,also,RB,1,84
42,common,JJ,1,21
42,mar,FW,1,1
42,mind,NN,1,46
42,language,NN,1,13
42,everywhere,RB,1,6
42,take,VB,1,44
42,even,RB,1,86
41,sorrow,NN,1,1
41,dead,JJ,1,16
39,private,JJ,1,8
39,weary,JJ,1,1
39,even,RB,1,87
39,unworthy,JJ,1,3
39,fury,NN,1,3
39,much,JJ,1,56
39,unless,IN,1,6
39,iconoclasm,NNP,1,1
39,next,JJ,1,12
39,profession,NN,1,2
39,lot,NN,1,8
39,use,NN,1,33
39,end,NN,1,25
39,thus,RB,1,21
39,arisen,VBN,1,4
39,seem,VBP,1,10
39,defend,VB,1,4
41,every,DT,1,38
39,fourteenth,JJ,1,2
39,mouth,NN,1,4
39,town,NN,1,20
39,west,NNP,1,15
39,authority,NNP,1,7
39,see,VB,1,52
39,made,VBD,1,54
39,leisure,NN,1,3
39,great,JJ,1,121
39,circus,NN,1,1
39,without,IN,1,34
40,spurt,NN,1,1
40,without,IN,1,35
40,rid,JJ,1,4
39,doubt,NN,1,16
39,think,VB,1,51
39,peace,NN,1,2
39,patchwork,NN,1,1
39,real,JJ,1,17
39,history,NN,1,27
39,throughout,IN,1,2
39,mankind,NN,1,10
39,idiom,NN,1,1
39,would,MD,1,194
39,another,DT,1,60
39,suddenly,RB,1,9
39,certainly,RB,1,14
39,outburst,NN,1,1
39,tearing,VBG,1,1
39,human,JJ,1,30
39,rest,NN,1,21
39,men,NNS,1,123
39,came,VBD,1,36
39,us,PRP,1,44
39,degrade,VB,1,1
39,tin,NN,1,1
39,sadly,RB,1,3
39,year,NN,1,16
39,judge,VB,1,6
39,man,NN,1,189
39,particular,JJ,1,28
39,eighteenth,JJ,1,5
39,getting,VBG,1,11
39,modern,JJ,1,50
39,garrison,NN,1,3
39,therefore,RB,1,24
39,regiment,NN,1,5
40,strict,JJ,1,6
40,dress,VBP,1,3
40,got,VBN,1,26
40,function,NN,1,3
40,immediately,RB,1,3
40,easily,RB,1,6
40,put,VB,1,27
40,say,VB,1,92
40,connection,NN,1,2
40,matter,NN,1,32
40,state,NN,1,17
40,greater,JJR,1,10
40,witless,JJ,1,1
40,light,VBP,1,13
40,scoop,VBP,1,2
40,candle,NN,1,1
40,may,MD,1,97
40,omnipotent,JJ,1,1
40,pole,NN,1,1
41,rate,NN,1,21
41,fashion,NN,1,14
41,jumbo,NNP,1,1
41,god,NN,1,20
41,refuse,VBP,1,2
41,subject,NN,1,20
41,try,VB,1,4
41,soon,RB,1,2
41,dress,VB,1,4
41,heart,NNP,1,22
41,less,JJR,1,23
41,odd,JJ,1,5
41,master,NN,1,9
41,process,NN,1,10
40,much,JJ,1,57
40,even,RB,1,88
40,less,JJR,1,24
40,logical,JJ,1,1
40,carefully,RB,1,7
40,ceremonious,JJ,1,1
40,degree,NN,1,1
40,formal,JJ,1,1
40,vast,JJ,1,14
40,excellent,JJ,1,4
40,contempt,NN,1,3
40,short,JJ,1,10
40,thanks,NNS,1,1
40,cut,NN,1,4
40,set,VB,1,16
40,two,CD,1,64
40,therefore,RB,1,25
40,slump,NN,1,1
40,within,IN,1,24
40,nothing,NN,1,30
40,ancestry,NN,1,1
40,men,NNS,1,124
40,particular,JJ,1,29
40,turnip,NN,1,1
40,accession,NN,1,1
40,tinsel,NN,1,1
40,libel,NN,1,1
40,law,NN,1,17
40,ah,NN,1,4
40,composed,VBN,1,1
40,therefore,RB,1,26
40,take,VB,1,45
40,hundred,CD,1,23
34,haggard,JJ,1,1
34,badly,RB,1,7
25,better,JJR,1,13
28,show,VB,1,10
27,offer,VB,1,2
27,time,NN,1,65
27,enough,JJ,1,29
27,example,NN,1,20
27,lavishness,NN,1,1
27,many,JJ,1,49
27,except,IN,1,6
27,made,VBN,1,55
27,may,MD,1,98
27,one,CD,1,265
27,without,IN,1,36
27,later,RB,1,12
27,dear,RB,1,9
28,manner,NN,1,4
28,private,JJ,1,9
27,parliament,NNP,1,2
28,cabinet,NNP,1,1
28,yet,RB,1,45
28,run,NN,1,11
28,insufficient,JJ,1,2
28,left,VBN,1,12
28,two,CD,1,65
28,whose,WP$,1,9
28,last,JJ,1,47
28,viceroyalty,NNP,1,1
28,committee,NN,1,2
28,object,NN,1,5
28,secretaryship,NN,1,1
28,perpetually,RB,1,5
28,long,JJ,1,46
27,opponent,NN,1,8
27,absolutely,RB,1,4
27,could,MD,1,79
27,life,NN,1,36
27,comes,VBZ,1,17
27,public,JJ,1,18
27,come,VBP,1,33
27,last,JJ,1,48
27,service,NN,1,6
27,graphically,RB,1,1
27,whatsoever,RB,1,3
27,alternate,JJ,1,1
27,half,DT,1,31
27,double,JJ,1,6
27,shipwreck,NN,1,3
27,grotesque,JJ,1,3
27,something,NN,1,48
27,pastor,NNP,1,1
27,need,VBP,1,6
27,claw,NN,1,1
27,vital,JJ,1,3
27,take,VB,1,46
27,taught,VBN,1,9
27,think,VBP,1,52
27,naturally,RB,1,3
27,much,RB,1,58
27,little,JJ,1,103
27,avarice,NN,1,2
27,sideways,RB,1,1
27,taking,NN,1,6
27,first,JJ,1,58
27,forget,VB,1,4
27,turn,NN,1,10
28,baronetcy,NN,1,1
28,nothing,NN,1,31
28,fellow,NN,1,4
29,galley,NN,1,2
29,aroint,FW,1,1
29,long,JJ,1,47
29,poetry,NN,1,39
29,intolerably,RB,1,1
29,madam,NNP,1,1
29,formula,NN,1,2
29,opinion,NN,1,4
29,chance,NN,1,5
29,impede,VB,1,1
29,awoke,VBD,1,1
29,reverend,NN,1,3
29,money,NN,1,38
29,first,JJ,1,59
29,hearts,NNP,1,7
29,put,VBD,1,28
29,rather,RB,1,27
29,thus,RB,1,22
29,offer,NN,1,3
29,hearts,NNPS,1,8
29,outrage,NN,1,1
29,shocking,JJ,1,1
29,time,NN,1,66
29,kind,NN,1,27
29,state,NN,1,18
29,ride,VB,1,2
29,concerned,JJ,1,3
29,truth,NN,1,29
29,save,VB,1,7
29,sat,VBD,1,4
29,deter,VB,1,1
29,mince,VB,1,1
28,mind,NN,1,47
29,nothing,NN,1,32
28,poor,JJ,1,21
28,embassy,NNP,1,1
28,father,NN,1,4
28,easily,RB,1,7
28,position,NN,1,6
28,millions,NNS,1,6
28,purchase,VB,1,14
28,childless,JJ,1,1
28,hesitation,NN,1,4
28,high,JJ,1,14
28,administrative,JJ,1,1
29,duty,NN,1,10
29,name,NN,1,34
29,kind,NNP,1,28
29,seen,VBN,1,21
29,nearest,JJS,1,5
29,whether,IN,1,17
29,substantial,JJ,1,2
29,good,JJ,1,91
29,friend,NN,1,14
29,j,NN,1,1
29,sacred,JJ,1,3
29,proclaim,VB,1,1
29,roughshod,NN,1,1
29,illustrious,JJ,1,1
29,label,NN,1,1
29,aloud,RB,1,1
29,marked,JJ,1,4
29,gazing,VBG,1,1
27,country,NN,1,24
27,men,NNS,1,125
29,speak,VBP,1,6
26,idea,NN,1,11
26,rashly,RB,1,1
26,classes,NNS,1,2
26,monopoly,NN,1,1
26,best,RB,1,13
26,certainly,RB,1,15
26,bribery,NN,1,1
26,generation,NN,1,5
26,world,NN,1,45
26,saying,VBG,1,21
26,process,NN,1,11
26,must,MD,1,55
26,suggest,VB,1,9
26,younger,JJR,1,3
26,opportunity,NN,1,5
26,left,VBN,1,13
27,training,NN,1,2
26,bite,NN,1,1
26,outflank,VB,1,1
26,well,RB,1,61
26,sharp,JJ,1,2
26,especially,RB,1,19
26,particular,JJ,1,30
26,last,JJ,1,49
26,prize,NN,1,1
26,blackmailer,NN,1,1
26,ordinary,JJ,1,8
26,outflanking,VBG,1,1
26,purpose,NN,1,4
26,science,NN,1,7
26,nevertheless,RB,1,4
26,forth,RB,1,2
26,ministry,NNP,1,1
26,included,VBN,1,2
26,given,VBN,1,15
25,ask,VB,1,11
25,heart,NN,1,23
25,repeatedly,RB,1,1
25,peril,NN,1,3
25,many,JJ,1,50
25,see,VB,1,53
25,expanding,VBG,1,2
25,let,VB,1,24
25,great,JJ,1,122
25,learning,NN,1,8
25,since,IN,1,13
25,one,CD,1,266
25,desire,NN,1,17
25,ever,RB,1,31
25,dear,RB,1,10
25,living,VBG,1,7
25,leave,VB,1,8
25,clumsy,JJ,1,1
25,level,NN,1,8
25,honesty,NN,1,2
25,memory,NN,1,7
26,rate,NN,1,22
26,post,NN,1,4
26,name,NN,1,35
26,till,IN,1,8
26,slow,JJ,1,8
26,leaves,VBZ,1,1
26,said,VBD,1,84
26,blackmail,NN,1,4
26,yes,UH,1,7
26,attain,VB,1,1
26,horror,NN,1,3
26,like,IN,1,78
26,one,CD,1,267
26,perhaps,RB,1,35
26,later,RB,1,13
26,complex,JJ,1,2
27,fashion,NN,1,15
27,side,NN,1,23
27,declaim,VB,1,2
27,clutch,NN,1,1
27,art,NN,1,15
27,across,IN,1,10
27,young,JJ,1,20
27,directed,VBN,1,1
27,mimic,VB,1,1
27,soon,RB,1,3
27,observe,VB,1,2
27,noble,JJ,1,9
27,furtive,JJ,1,1
27,degree,NN,1,2
27,master,NN,1,10
27,career,NN,1,2
27,giving,VBG,1,6
27,crab,NN,1,1
27,vast,JJ,1,15
27,serve,VB,1,4
27,bribery,NN,1,2
27,fix,NN,1,1
27,bribe,NN,1,1
27,attention,NN,1,1
27,though,IN,1,58
26,might,MD,1,35
26,may,MD,1,99
26,napoleon,NNP,1,3
26,action,NN,1,11
26,older,JJR,1,6
26,often,RB,1,26
26,difficult,JJ,1,12
26,bullying,NN,1,2
26,mind,NN,1,48
26,perjury,NN,1,1
26,profitably,RB,1,1
26,successful,JJ,1,2
26,turned,VBN,1,11
26,seizing,VBG,1,1
26,visit,NN,1,1
26,edging,VBG,1,1
26,even,RB,1,89
26,mature,JJ,1,1
26,sound,JJ,1,10
26,hardly,RB,1,24
26,place,NN,1,40
26,considered,VBN,1,5
26,edge,VB,1,1
26,aquarium,NN,1,1
26,attempt,VBP,1,4
26,beware,VB,1,1
26,act,NN,1,3
26,hesitation,NN,1,5
26,word,NN,1,47
26,curriculum,NN,1,3
26,military,JJ,1,6
26,judgment,NN,1,13
26,tables,NNS,1,1
29,prime,JJ,1,2
30,used,VBN,1,36
34,stream,NN,1,5
33,age,NN,1,7
33,heart,NNP,1,24
33,anyhow,RB,1,6
33,detestable,JJ,1,2
33,strictly,RB,1,1
33,world,NN,1,46
33,shaving,NN,1,1
33,horribly,RB,1,2
33,seafaring,JJ,1,5
33,two,CD,1,66
33,voice,NN,1,8
33,old,JJ,1,48
33,men,NNS,1,126
33,way,NN,1,53
33,reply,NN,1,3
33,bearded,JJ,1,1
32,gate,NNP,1,5
33,hearts,NNS,1,9
33,young,JJ,1,21
33,dark,JJ,1,8
33,become,VBN,1,18
33,know,VB,1,59
33,found,VBN,1,9
33,nothing,NN,1,33
33,poetry,NN,1,40
33,equal,JJ,1,3
33,b,LS,1,3
33,passage,NN,1,10
33,either,CC,1,12
33,brethren,NNS,1,1
33,much,JJ,1,59
33,said,VBD,1,85
33,among,IN,1,20
33,chamberlain,NNP,1,1
33,feel,VB,1,8
32,devoir,NN,1,1
32,drawback,NN,1,3
32,quote,VBP,1,5
32,half,JJ,1,32
32,least,JJS,1,20
32,protector,NN,1,1
32,language,NN,1,14
32,even,RB,1,90
32,sternly,RB,1,1
32,love,NN,1,17
32,written,VBN,1,34
32,foreign,JJ,1,13
32,little,JJ,1,104
32,praise,VB,1,7
32,professor,NNP,1,2
32,life,NN,1,37
32,risen,VBN,1,2
32,class,NN,1,14
32,say,VB,1,93
32,suppose,VBP,1,7
32,cigar,NN,1,1
32,many,JJ,1,51
32,formal,JJ,1,2
32,great,JJ,1,123
32,truth,NNP,1,30
32,leave,VBP,1,9
33,number,NN,1,25
33,outlying,JJ,1,1
33,coronet,NNP,1,17
33,blamelessly,RB,1,1
33,drunk,JJ,1,2
33,wealth,NN,1,13
34,sure,JJ,1,8
34,mortal,JJ,1,2
34,sea,NN,1,78
34,good,JJ,1,92
34,world,NN,1,47
34,pinched,JJ,1,1
34,brow,NN,1,1
34,warm,JJ,1,3
34,boring,JJ,1,1
34,untenacious,JJ,1,1
34,ca,MD,1,5
34,wig,NN,1,1
34,thing,NN,1,100
34,experienced,JJ,1,2
34,man,NN,1,190
34,guarantee,VB,1,2
34,finding,NN,1,4
34,hearts,NNS,1,10
34,supposing,NN,1,1
34,hear,VB,1,9
34,sour,JJ,1,1
34,bank,NN,1,7
34,change,VB,1,17
34,second,JJ,1,17
34,taken,VBN,1,11
34,comforting,JJ,1,1
34,admiring,VBG,1,1
34,equal,JJ,1,4
34,poor,JJ,1,22
34,therefore,RB,1,27
34,lonely,JJ,1,2
34,tender,NN,1,1
33,bar,NN,1,6
34,cranky,JJ,1,1
33,necessity,NN,1,5
33,fetch,VB,1,2
33,life,NN,1,38
33,bring,VB,1,9
33,answer,VB,1,9
33,rather,RB,1,28
33,say,VB,1,94
33,hearts,NNPS,1,11
33,kind,JJ,1,29
33,ask,VB,1,12
33,wine,NN,1,18
33,combined,VBN,1,7
33,moaning,VBG,1,1
33,thank,VB,1,4
33,evening,NN,1,1
33,great,JJ,1,124
33,day,NN,1,48
33,one,CD,1,268
33,without,IN,1,37
33,dereliction,NN,1,1
34,beautiful,JJ,1,6
34,side,NN,1,24
34,mood,NN,1,9
34,ought,MD,1,7
34,feeling,VBG,1,5
34,regally,RB,1,1
34,course,NN,1,11
34,calling,VBG,1,4
34,subject,JJ,1,21
32,way,NN,1,54
32,leader,NN,1,1
30,number,NN,1,26
30,hearts,NNPS,1,12
30,woman,NN,1,7
30,hither,RB,1,1
30,found,VBN,1,10
30,mind,NN,1,49
30,poet,NN,1,28
30,rubbish,JJ,1,2
30,wickedly,RB,1,1
30,house,NN,1,13
30,verse,NN,1,47
30,written,VBN,1,35
30,much,JJ,1,60
30,first,JJ,1,60
30,put,VBD,1,29
30,answer,NN,1,10
30,sought,VBD,1,3
32,instance,NN,1,28
30,kind,NNP,1,30
30,connection,NN,1,3
30,positive,JJ,1,3
30,road,NN,1,13
30,ask,VBP,1,13
30,k,NN,1,1
30,town,NN,1,21
30,criticism,NN,1,5
30,morning,NN,1,9
30,made,VBD,1,56
30,florally,RB,1,1
30,like,IN,1,79
30,write,VBP,1,29
30,one,CD,1,269
30,modern,JJ,1,51
30,married,VBD,1,2
30,higher,JJR,1,3
30,de,IN,1,3
30,shop,NN,1,1
30,across,IN,1,11
30,young,JJ,1,22
30,park,NNP,1,1
30,among,IN,1,21
30,familiar,JJ,1,3
30,odd,JJ,1,6
30,thought,VBD,1,27
30,breaking,VBG,1,4
30,remember,VBP,1,21
30,yet,RB,1,46
30,broke,VBD,1,2
30,sacred,JJ,1,4
30,sale,NN,1,3
30,set,NN,1,17
30,saw,VBD,1,24
30,local,JJ,1,5
30,river,NN,1,10
30,attention,NN,1,2
30,bridge,NN,1,2
30,bad,JJ,1,48
30,rich,JJ,1,24
30,childhood,NN,1,2
30,coming,VBG,1,8
30,old,JJ,1,49
30,comes,VBZ,1,18
30,charity,NN,1,3
30,following,VBG,1,3
30,way,NN,1,55
30,amazing,JJ,1,4
30,sell,VB,1,6
31,feel,VB,1,9
31,tiresome,JJ,1,2
31,put,VBN,1,30
31,say,VB,1,95
31,natural,JJ,1,10
31,suppose,VBP,1,8
31,fine,JJ,1,13
31,kind,NNP,1,31
31,time,NN,1,67
31,enough,RB,1,30
31,verse,NNP,1,48
31,tell,VB,1,21
31,dotage,NN,1,1
31,theological,JJ,1,1
31,group,NN,1,2
31,great,JJ,1,125
31,thus,RB,1,23
31,along,IN,1,14
31,paradise,NNP,1,9
31,write,VB,1,30
31,one,CD,1,270
31,broken,JJ,1,4
32,people,NNS,1,77
32,expressed,VBN,1,2
32,manner,NN,1,5
32,profoundly,RB,1,1
32,said,VBD,1,86
32,capitan,NNP,1,1
32,dead,JJ,1,17
32,granite,NN,1,1
32,receive,VB,1,3
31,lot,NN,1,9
31,imagine,VB,1,9
31,mere,JJ,1,17
31,however,RB,1,15
31,reputation,NN,1,1
31,execrable,JJ,1,1
31,worst,JJS,1,7
31,best,JJS,1,14
31,becomes,VBZ,1,3
31,rhetoric,NN,1,4
31,line,NN,1,21
31,happen,VBP,1,5
31,felt,VBD,1,7
31,painter,NN,1,2
31,look,VB,1,22
31,prose,NN,1,13
31,left,VBD,1,14
31,pause,VBP,1,2
31,blowing,VBG,1,1
31,bad,NNP,1,49
31,commonplace,JJ,1,4
31,way,NN,1,56
31,stately,JJ,1,1
31,publish,VB,1,1
31,keen,JJ,1,1
31,talking,VBG,1,9
31,poetry,NN,1,41
31,monstrosity,NN,1,1
31,individual,JJ,1,10
31,wo,MD,1,2
31,tractarian,NN,1,1
31,think,VBP,1,53
31,even,RB,1,91
75,chosen,VBN,1,3
75,disappointment,NN,1,1
142,calm,NN,1,2
120,dead,JJ,1,18
120,name,NN,1,36
120,apparently,RB,1,4
120,agree,VBP,1,3
120,mask,NN,1,2
120,got,VBD,1,27
120,less,JJR,1,25
120,real,JJ,1,18
120,extent,NN,1,2
120,nation,NN,1,7
120,sure,JJ,1,9
120,enhance,VBP,1,1
120,wore,VBD,1,1
120,limited,JJ,1,2
120,spectator,NN,1,1
120,came,VBD,1,37
120,cloak,NN,1,1
120,blow,NN,1,2
120,glory,NN,1,5
120,editor,NNP,1,4
120,seeing,VBG,1,6
120,attention,NN,1,3
120,within,IN,1,25
120,awful,JJ,1,1
120,meanwhile,RB,1,3
120,whose,WP$,1,10
120,strength,NN,1,4
120,country,NN,1,25
120,knew,VBD,1,17
120,fatigue,NN,1,1
120,upon,IN,1,119
120,area,NN,1,3
120,newspaper,NN,1,3
120,pointing,VBG,1,3
120,ultimately,RB,1,1
119,blackguardly,RB,1,1
119,ground,NN,1,3
119,take,VB,1,47
119,pleading,VBG,1,1
119,unworthy,JJ,1,4
119,love,NN,1,18
119,little,JJ,1,105
119,imagine,VB,1,10
119,argue,VB,1,2
119,stamping,VBG,1,1
119,defeat,NN,1,1
119,money,NN,1,39
119,ignorant,JJ,1,9
119,life,NN,1,39
119,lot,NN,1,10
119,thus,RB,1,24
119,position,NN,1,7
119,breach,NN,1,3
119,say,VB,1,96
119,characteristic,JJ,1,1
119,suppose,VB,1,9
119,kept,VBN,1,9
119,special,JJ,1,12
119,admirable,JJ,1,4
119,considering,VBG,1,1
119,usefully,RB,1,1
119,like,IN,1,80
119,occasion,NN,1,3
119,one,PRP,1,271
120,commonly,RB,1,2
120,letter,NN,1,9
125,take,VBP,1,48
121,said,VBN,1,87
120,like,IN,1,81
120,write,VB,1,31
120,log,NN,1,2
120,without,IN,1,38
120,increase,VB,1,6
120,nonsense,NN,1,7
120,falling,VBG,1,3
121,hooded,JJ,1,1
121,conventional,JJ,1,1
121,smitten,VBN,1,1
121,slain,VBN,1,1
121,ought,MD,1,8
121,feeling,NN,1,6
121,sole,JJ,1,3
121,swindling,VBG,1,3
120,know,VB,1,60
121,tourney,NN,1,1
121,worst,JJS,1,8
121,field,NN,1,6
121,anonymous,JJ,1,1
121,populace,NN,1,4
121,reader,NN,1,14
121,good,JJ,1,93
121,world,NN,1,48
121,victor,NN,1,1
121,war,NN,1,21
121,antagonist,NN,1,1
121,chronicle,NN,1,1
121,amusement,NN,1,2
121,battlefield,NN,1,1
120,deal,VB,1,11
120,define,VB,1,2
120,literary,NNP,1,5
120,showing,VBG,1,8
120,long,JJ,1,48
120,six,CD,1,6
120,nothing,NN,1,34
120,difficult,JJ,1,13
120,continuation,NN,1,1
120,heavy,JJ,1,6
120,lack,NN,1,4
120,easy,JJ,1,6
120,pleading,VBG,1,2
120,final,JJ,1,9
120,ago,IN,1,16
120,link,NN,1,1
120,naturally,RB,1,4
120,printed,VBN,1,5
120,supplement,NNP,1,1
120,reality,NN,1,5
120,person,NN,1,7
120,done,VBN,1,35
120,opponent,NN,1,9
120,say,VB,1,97
120,five,CD,1,8
120,times,NNP,1,17
120,goes,VBZ,1,10
120,harm,NN,1,2
120,benefit,NN,1,1
120,gone,VBN,1,12
120,spar,VBP,1,1
120,courteous,JJ,1,2
120,many,JJ,1,52
119,sport,NN,1,1
119,go,VBP,1,32
119,ware,NN,1,1
118,dump,NN,1,1
118,interfering,VBG,1,2
118,play,VB,1,9
118,contempt,NN,1,4
118,loaded,JJ,1,1
118,hidden,JJ,1,3
118,two,CD,1,67
118,sometimes,RB,1,5
118,office,NN,1,3
118,talk,VB,1,8
118,reasonable,JJ,1,1
118,well,RB,1,62
118,offended,VBN,1,1
118,revolver,NN,1,1
118,instance,NN,1,29
118,old,JJ,1,50
119,national,JJ,1,5
118,care,VBP,1,7
118,leader,NN,1,2
118,come,VB,1,34
118,dropping,VBG,1,2
118,poison,NN,1,2
118,square,NN,1,4
118,upon,IN,1,120
118,issue,NN,1,2
118,understood,VBN,1,1
118,salary,NN,1,1
118,face,VBP,1,6
118,politics,NNP,1,2
118,go,VB,1,33
118,sport,NN,1,2
118,proper,JJ,1,3
118,tea,NN,1,5
118,thought,VBD,1,28
118,field,NN,1,7
117,easily,RB,1,8
117,nature,NN,1,6
117,done,VBN,1,36
117,precedence,NN,1,1
117,ultimate,JJ,1,3
117,tree,NN,1,5
117,ill,JJ,1,2
117,absolute,JJ,1,6
117,weapon,NN,1,2
117,fighting,VBG,1,2
117,get,VB,1,28
117,always,RB,1,34
117,cheerfully,RB,1,1
117,cavalry,JJ,1,2
117,demand,VB,1,2
117,exercise,NN,1,3
117,one,NN,1,272
117,desire,NN,1,18
117,search,NN,1,2
118,bout,NN,1,1
118,begin,VBP,1,4
118,chalk,VB,1,3
118,murder,NN,1,4
118,posse,NN,1,1
118,subtle,JJ,1,3
118,afar,JJ,1,1
118,chess,NN,1,3
118,less,JJR,1,26
118,want,VBP,1,8
118,political,JJ,1,5
118,ear,NN,1,2
118,notice,VBP,1,3
118,knockout,NN,1,1
118,right,RB,1,31
119,serious,JJ,1,4
119,side,NN,1,25
119,stereotyped,JJ,1,1
119,chief,JJ,1,7
119,support,VBP,1,2
119,newspaper,NN,1,4
119,win,VB,1,1
119,death,NN,1,20
119,point,NN,1,18
119,show,VB,1,11
119,bit,NN,1,8
119,perish,VB,1,4
119,want,VBP,1,9
119,shake,VB,1,1
119,security,NN,1,6
119,impossible,JJ,1,3
119,happiness,NN,1,7
119,war,NN,1,22
119,must,MD,1,56
119,sacred,JJ,1,5
119,set,VBN,1,18
119,contention,NN,1,1
119,impute,VB,1,1
119,brown,JJ,1,13
119,ring,NN,1,2
119,come,VB,1,35
119,wit,NN,1,3
119,purpose,NN,1,5
118,without,IN,1,39
118,exercise,NN,1,4
118,take,VB,1,49
118,might,MD,1,36
118,wo,MD,1,3
118,either,DT,1,13
118,even,RB,1,92
118,improve,VB,1,2
118,moment,NN,1,22
118,scenting,VBG,1,1
118,sides,NNS,1,4
118,money,NN,1,40
118,give,VB,1,30
118,could,MD,1,80
118,use,NN,1,34
118,football,NN,1,2
118,property,NN,1,4
118,say,VB,1,98
118,get,VB,1,29
118,parliamentarian,NN,1,1
118,abominably,RB,1,3
118,privileged,JJ,1,1
118,sleeping,VBG,1,4
118,sort,NN,1,27
118,heart,NN,1,25
118,admirable,JJ,1,5
118,essence,NN,1,5
118,let,VB,1,25
118,interference,NN,1,1
118,argument,NN,1,10
118,advocacy,NN,1,6
118,may,MD,1,100
118,like,IN,1,82
121,trick,NN,1,8
121,dead,JJ,1,19
121,whereupon,NN,1,2
123,meaningless,JJ,1,2
123,true,JJ,1,57
123,knowledge,NN,1,11
123,lot,NN,1,11
123,done,VBN,1,37
123,thousand,CD,1,22
123,shall,MD,1,21
123,reviewer,NN,1,1
123,part,NN,1,32
123,output,NN,1,1
123,violent,JJ,1,1
123,house,NNP,1,14
123,except,IN,1,7
123,dawn,NN,1,5
123,profound,JJ,1,4
123,secure,JJ,1,6
123,saying,VBG,1,22
123,write,VB,1,32
123,nameless,JJ,1,1
123,earn,VB,1,1
123,anonymously,RB,1,2
123,never,RB,1,53
124,writing,VBG,1,13
124,question,NN,1,7
124,due,JJ,1,6
124,name,NN,1,37
124,whence,NN,1,2
124,said,VBD,1,88
124,subject,NN,1,22
124,anyhow,RB,1,7
124,bear,VBP,1,5
123,quarrel,VBP,1,5
123,next,JJ,1,13
123,money,NN,1,41
123,little,JJ,1,106
123,demonstrably,RB,1,1
123,birth,NN,1,1
123,price,NN,1,4
123,prose,NN,1,14
123,lying,VBG,1,11
123,dignified,JJ,1,1
123,two,CD,1,68
123,atheist,NN,1,1
123,exception,NN,1,4
123,certain,JJ,1,43
123,justice,NNP,1,4
123,dignity,NN,1,2
123,exactly,RB,1,16
123,reply,NN,1,4
123,daily,JJ,1,9
123,division,NN,1,3
123,opposing,VBG,1,3
123,day,NN,1,49
123,child,NN,1,3
123,forbade,VBD,1,1
123,happy,JJ,1,7
123,commons,NNPS,1,2
123,peace,NN,1,3
123,final,JJ,1,10
123,think,VB,1,54
123,even,RB,1,93
123,new,JJ,1,29
123,paper,NN,1,8
123,back,RB,1,14
124,land,NN,1,29
124,sea,NN,1,79
124,saying,VBG,1,23
124,perhaps,RB,1,36
125,writing,VBG,1,14
125,read,VB,1,30
125,find,VB,1,29
125,name,NN,1,38
125,mere,JJ,1,18
125,frighten,VBP,1,2
125,learned,VBN,1,12
125,course,NN,1,12
125,inaccurate,JJ,1,8
125,fool,VB,1,7
125,anyhow,RB,1,8
125,broad,JJ,1,2
125,would,MD,1,195
125,remember,VBP,1,22
125,attainable,JJ,1,1
125,look,VB,1,23
125,fool,NN,1,8
125,set,VBD,1,19
125,us,PRP,1,45
125,understand,VB,1,16
125,biggest,JJS,1,2
125,pay,VB,1,6
125,instance,NN,1,30
